"id","시군","시설명","경위도X좌표","경위도Y좌표","정제도로명주소","정제지번주소","소재지","시설종류","시설분류","정원","대분류","소분류","대분류2","소분류2","대분류3","소분류3","homepage","tel","created_at","updated_at"
6162,경상남도 고성군,큰골경로당,"128.1892912","34.90866747",경남 고성군 하일면 자란만로 1253-16,경남 고성군 하일면 동화리 335-2,경상남도 고성군 자란만로 1253-16,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-2085-2259","2026-04-01 07:55:49","2026-04-04 13:48:04"
6163,경상남도 고성군,외원경로당,"128.1576994","34.98806899",경남 고성군 하이면 봉원2길 2,경남 고성군 하이면 봉원리 76-2,경상남도 고성군 봉원2길 2,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4030-1918","2026-04-01 07:55:49","2026-04-04 13:48:04"
6164,경상남도 고성군,신흥경로당,"128.1401424","34.92164669",경남 고성군 하이면 월흥2길 43,경남 고성군 하이면 월흥리 1458-3,경상남도 고성군 월흥2길 43,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-5300-5518","2026-04-01 07:55:49","2026-04-04 13:48:04"
6165,경상남도 고성군,양촌경로당,"128.1313351","34.94276056",경남 고성군 하이면 석지4길 56-4,경남 고성군 하이면 석지리 424-1,경상남도 고성군 석지4길 56-4,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9761-1238","2026-04-01 07:55:49","2026-04-04 13:48:04"
6166,경상남도 고성군,사곡경로당,"128.1384942","34.93232933",경남 고성군 하이면 사곡3길 9-4,경남 고성군 하이면 사곡리 423-9,경상남도 고성군 사곡3길 9-4,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-7549-5004","2026-04-01 07:55:49","2026-04-04 13:48:04"
6167,경상남도 고성군,신덕경로당,"128.1221611","34.92691207",경남 고성군 하이면 덕호7길 1,경남 고성군 하이면 덕호리 613-2,경상남도 고성군 덕호7길 1,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3803-5268","2026-04-01 07:55:49","2026-04-04 13:48:04"
6168,경상남도 고성군,월흥경로당,"128.1573515","34.92404638",경남 고성군 하이면 월흥5길 5,경남 고성군 하이면 월흥리 495-2,경상남도 고성군 월흥5길 5,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3585-7762","2026-04-01 07:55:49","2026-04-04 13:48:04"
6169,경상남도 고성군,덕명경로당,"128.143948","34.90659628",경남 고성군 하이면 자란만로 536,경남 고성군 하이면 덕명리 333-1,경상남도 고성군 자란만로 536,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9345-2666","2026-04-01 07:55:49","2026-04-04 13:48:04"
6170,경상남도 고성군,와룡경로당,"128.1467773","34.94969574",경남 고성군 하이면 와룡3길 8,경남 고성군 하이면 와룡리 340-5,경상남도 고성군 와룡3길 8,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3050-8877","2026-04-01 07:55:49","2026-04-04 13:48:04"
6171,경상남도 고성군,두수경로당,"128.1266623","34.92755496",경남 고성군 하이면 공룡로 39,경남 고성군 하이면 덕호리 84-9,경상남도 고성군 공룡로 39,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3028-6215","2026-04-01 07:55:49","2026-04-04 13:48:04"
6172,경상남도 고성군,봉현경로당,"128.1346821","34.95223722",경남 고성군 하이면 하이로 561,경남 고성군 하이면 봉현리 360-1,경상남도 고성군 하이로 561,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9305-8668","2026-04-01 07:55:49","2026-04-04 13:48:04"
6173,경상남도 고성군,군호경로당,"128.1181001","34.93058966",경남 고성군 하이면 덕호1길 29,경남 고성군 하이면 덕호리 1331-2,경상남도 고성군 덕호1길 29,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3595-1495","2026-04-01 07:55:49","2026-04-04 13:48:04"
6174,경상남도 고성군,부평경로당,"128.1191009","34.93361496",경남 고성군 하이면 덕호1길 135,경남 고성군 하이면 덕호리 378-1,경상남도 고성군 덕호1길 135,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4645-3889","2026-04-01 07:55:49","2026-04-04 13:48:04"
6175,경상남도 고성군,남산경로당,"128.1315332","34.94922703",경남 고성군 하이면 하이로 502-36,경남 고성군 하이면 봉현리 138,경상남도 고성군 하이로 502-36,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-2608-8524","2026-04-01 07:55:49","2026-04-04 13:48:04"
6176,경상남도 고성군,음촌경로당,"128.1342377","34.94023531",경남 고성군 하이면 석지5길 50-1,경남 고성군 하이면 석지리 384-1,경상남도 고성군 석지5길 50-1,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9326-5202","2026-04-01 07:55:49","2026-04-04 13:48:04"
6177,경상남도 고성군,신촌경로당,"128.1232927","34.93822261",경남 고성군 하이면 석지1길 42,경남 고성군 하이면 석지리 722-2,경상남도 고성군 석지1길 42,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9163-9593","2026-04-01 07:55:49","2026-04-04 13:48:04"
6178,경상남도 고성군,정곡경로당,"128.1333909","34.91934619",경남 고성군 하이면 월흥1길 50,경남 고성군 하이면 월흥리 1531-8,경상남도 고성군 월흥1길 50,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4445-7123","2026-04-01 07:55:49","2026-04-04 13:48:04"
6179,경상남도 고성군,입암경로당,"128.1628157","34.90689709",경남 고성군 하이면 월흥7길 32,경남 고성군 하이면 월흥리 849-4,경상남도 고성군 월흥7길 32,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9324-5125","2026-04-01 07:55:49","2026-04-04 13:48:04"
6180,경상남도 고성군,봉화골경로당,"128.1374179","34.89780174",경남 고성군 하이면 자란만로 371,경남 고성군 하이면 덕명리 726-4,경상남도 고성군 자란만로 371,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-8845-5943","2026-04-01 07:55:49","2026-04-04 13:48:04"
6181,경상남도 고성군,제전경로당,"128.1537918","34.90986249",경남 고성군 하이면 덕명5길 89,경남 고성군 하이면 덕명리 41-5,경상남도 고성군 덕명5길 89,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4870-5819","2026-04-01 07:55:49","2026-04-04 13:48:04"
6182,경상남도 고성군,바군지경로당,"128.1231478","34.9232038",경남 고성군 하이면 하이로 192-1,경남 고성군 하이면 덕호리 754-4,경상남도 고성군 하이로 192-1,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4218-3561","2026-04-01 07:55:49","2026-04-04 13:48:04"
6183,경상남도 고성군,백수곡경로당,"128.1375527","34.96409488",경남 고성군 하이면 봉현4길 70-1,경남 고성군 하이면 봉현리 30-5,경상남도 고성군 봉현4길 70-1,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3584-0632","2026-04-01 07:55:49","2026-04-04 13:48:04"
6184,경상남도 고성군,큰정곡경로당,"128.1374023","34.91593522",경남 고성군 하이면 상족암로 187,경남 고성군 하이면 월흥리 1347-1,경상남도 고성군 상족암로 187,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-5359-5466","2026-04-01 07:55:49","2026-04-04 13:48:04"
6185,경상남도 고성군,내원경로당,"128.149193","34.9765646",경남 고성군 하이면 봉원1길 305-4,경남 고성군 하이면 봉원리 234-1,경상남도 고성군 봉원1길 305-4,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-2907-9269","2026-04-01 07:55:49","2026-04-04 13:48:04"
6186,경상남도 고성군,고봉경로당,"128.1781324","35.03158953",경남 고성군 상리면 고봉로 81,경남 고성군 상리면 고봉리 651-6,경상남도 고성군 상리면 고봉로 81,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3580-8320","2026-04-01 07:55:49","2026-04-04 13:48:04"
6187,경상남도 고성군,봉곡경로당,"128.1886462","35.03617962",경남 고성군 상리면 고봉로 191,경남 고성군 상리면 고봉리 915-5,경상남도 고성군 상리면 고봉로 191,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-7664-6579","2026-04-01 07:55:49","2026-04-04 13:48:04"
6188,경상남도 고성군,비곡경로당,"128.1887834","35.02326705",경남 고성군 상리면 고봉1길 294,경남 고성군 상리면 고봉리 346-3,경상남도 고성군 상리면 고봉1길 294,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-8519-8284","2026-04-01 07:55:49","2026-04-04 13:48:04"
6189,경상남도 고성군,신촌경로당,"128.1656858","35.02755837",경남 고성군 상리면 신촌2길 101-6,경남 고성군 상리면 신촌리 260-3,경상남도 고성군 상리면 신촌2길 101-6,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-8542-8728","2026-04-01 07:55:49","2026-04-04 13:48:04"
6190,경상남도 고성군,오산경로당,"128.1873038","35.00390782",경남 고성군 상리면 오산3길 38,경남 고성군 상리면 오산리 568-1,경상남도 고성군 상리면 오산3길 38,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-2836-8036","2026-04-01 07:55:49","2026-04-04 13:48:04"
6191,경상남도 고성군,중촌경로당,"128.1964962","34.99840012",경남 고성군 상리면 오산2길 62,경남 고성군 상리면 오산리 321-18,경상남도 고성군 상리면 오산2길 62,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9339-8603","2026-04-01 07:55:49","2026-04-04 13:48:04"
6192,경상남도 고성군,가동경로당,"128.2049302","34.99645568",경남 고성군 상리면 오산1길 55,경남 고성군 상리면 오산리 13-4,경상남도 고성군 상리면 오산1길 55,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-5001-8745","2026-04-01 07:55:49","2026-04-04 13:48:04"
6193,경상남도 고성군,척정경로당,"128.1887663","34.99835405",경남 고성군 상리면 척번정7길 35,경남 고성군 상리면 척번정리 806,경상남도 고성군 상리면 척번정7길 35,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-8260-8059","2026-04-01 07:55:49","2026-04-04 13:48:04"
6194,경상남도 고성군,상리경로당,"128.1880521","34.99978944",경남 고성군 상리면 척번정7길 64,경남 고성군 상리면 척번정리 424-1,경상남도 고성군 상리면 척번정7길 64,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-8664-8412","2026-04-01 07:55:49","2026-04-04 13:48:04"
6195,경상남도 고성군,조동경로당,"128.1805482","34.99795772",경남 고성군 상리면 척번정4길 128,경남 고성군 상리면 척번정리 341-1,경상남도 고성군 척번정4길 128,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9497-8466","2026-04-01 07:55:49","2026-04-04 13:48:04"
6196,경상남도 고성군,평촌경로당,"128.1843488","35.00187995",경남 고성군 상리면 척번정8길 47,경남 고성군 상리면 척번정리 377-5,경상남도 고성군 상리면 척번정8길 47,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"0140-3864-3450","2026-04-01 07:55:49","2026-04-04 13:48:04"
6197,경상남도 고성군,동산경로당,"128.1873613","34.98135823",경남 고성군 상리면 동산2길 49-4,경남 고성군 상리면 동산리 307-1,경상남도 고성군 상리면 동산2길 49-4,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-5584-2411","2026-04-01 07:55:49","2026-04-04 13:48:04"
6198,경상남도 고성군,망림경로당,"128.2146146","35.00046927",경남 고성군 상리면 망봉로 69,경남 고성군 상리면 망림리 1074-1,경상남도 고성군 상리면 망봉로 69,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3580-0566","2026-04-01 07:55:49","2026-04-04 13:48:04"
6199,경상남도 고성군,구미1경로당,"128.2265401","34.99514666",경남 고성군 상리면 망림2길 124-11,경남 고성군 상리면 망림리 293-25,경상남도 고성군 상리면 망림2길 124-11,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4597-8053","2026-04-01 07:55:49","2026-04-04 13:48:04"
6200,경상남도 고성군,구미2경로당,"128.2211687","34.99690794",경남 고성군 상리면 망림1길 93,경남 고성군 상리면 망림리 691-2,경상남도 고성군 상리면 망림1길 93,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4709-8169","2026-04-01 07:55:49","2026-04-04 13:48:04"
6201,경상남도 고성군,무선경로당,"128.2109662","34.99235256",경남 고성군 상리면 무선5길 61-3,경남 고성군 상리면 무선리 632-3,경상남도 고성군 상리면 무선5길 61-3,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3877-4536","2026-04-01 07:55:49","2026-04-04 13:48:04"
6202,경상남도 고성군,선동경로당,"128.2188766","34.99003383",경남 고성군 상리면 무선2길 100,경남 고성군 상리면 무선리 504-2,경상남도 고성군 상리면 무선2길 100,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4522-8274","2026-04-01 07:55:49","2026-04-04 13:48:04"
6203,경상남도 고성군,자은경로당,"128.2346515","34.97942481",경남 고성군 상리면 장치로 275,경남 고성군 상리면 자은리 81-1,경상남도 고성군 상리면 장치로 275,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-5455-0631","2026-04-01 07:55:49","2026-04-04 13:48:04"
6204,경상남도 고성군,부포경로당,"128.2457092","34.98735843",경남 고성군 상리면 상정대로 938-7,경남 고성군 상리면 부포리 163-3,경상남도 고성군 상리면 상정대로 938-7,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-2923-0835","2026-04-01 07:55:49","2026-04-04 13:48:04"
6205,경상남도 고성군,내부포경로당,"128.2370855","34.99062219",경남 고성군 상리면 부포5길 5,경남 고성군 상리면 부포리 598-3,경상남도 고성군 상리면 부포5길 5,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3455-1616","2026-04-01 07:55:49","2026-04-04 13:48:04"
6206,경상남도 고성군,송계경로당,"128.2586979","35.05149171",경남 고성군 대가면 송계3길 92,경남 고성군 대가면 송계리 761-1,경상남도 고성군 송계3길 92,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3347-0322","2026-04-01 07:55:49","2026-04-04 13:48:04"
6207,경상남도 고성군,장전경로당,"128.2634335","35.04823821",경남 고성군 대가면 장전안길 1,경남 고성군 대가면 송계리 539-2,경상남도 고성군 장전안길 1,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9525-1314","2026-04-01 07:55:49","2026-04-04 13:48:04"
6208,경상남도 고성군,괴정경로당,"128.2712587","35.04450672",경남 고성군 대가면 송계1길 191,경남 고성군 대가면 송계리 106-3,경상남도 고성군 송계1길 191,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-6204-0683","2026-04-01 07:55:49","2026-04-04 13:48:04"
6209,경상남도 고성군,신전경로당,"128.2430312","35.05302771",경남 고성군 대가면 신전길 11,경남 고성군 대가면 신전리 685,경상남도 고성군 신전길 11,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9244-0471","2026-04-01 07:55:49","2026-04-04 13:48:04"
6210,경상남도 고성군,외갈경로당,"128.2514431","35.04610759",경남 고성군 대가면 갈천4길 33,경남 고성군 대가면 갈천리 1107,경상남도 고성군 갈천4길 33,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3563-0806","2026-04-01 07:55:49","2026-04-04 13:48:04"
6211,경상남도 고성군,내갈경로당,"128.244002","35.03377091",경남 고성군 대가면 갈천3길 8,경남 고성군 대가면 갈천리 1692-46,경상남도 고성군 갈천3길 8,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-7330-3878","2026-04-01 07:55:49","2026-04-04 13:48:04"
6212,경상남도 고성군,종생경로당,"128.2469012","35.01592679",경남 고성군 대가면 갈천로 174,경남 고성군 대가면 갈천리 698,경상남도 고성군 갈천로 174,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3756-4504","2026-04-01 07:55:49","2026-04-04 13:48:04"
6213,경상남도 고성군,양화경로당,"128.2820521","35.01495918",경남 고성군 대가면 무량로 448,경남 고성군 대가면 양화리 467,경상남도 고성군 무량로 448,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-9331-4366","2026-04-01 07:55:49","2026-04-04 13:48:04"
6214,경상남도 고성군,지동경로당,"128.2887248","34.99992382",경남 고성군 대가면 연지3길 34-2,경남 고성군 대가면 연지리 101,경상남도 고성군 연지3길 34-2,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-5165-2624","2026-04-01 07:55:49","2026-04-04 13:48:04"
6215,경상남도 고성군,평동경로당,"128.287234","34.9957159",경남 고성군 대가면 연지1길 26,경남 고성군 대가면 연지리 172,경상남도 고성군 연지1길 26,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-7167-6203","2026-04-01 07:55:49","2026-04-04 13:48:04"
6216,경상남도 고성군,연동경로당,"128.2804151","34.99849964",경남 고성군 대가면 연지2길 186,경남 고성군 대가면 연지리 581-6,경상남도 고성군 연지2길 186,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-2546-6152","2026-04-01 07:55:49","2026-04-04 13:48:04"
6217,경상남도 고성군,유흥경로당,"128.29521","35.01378654",경남 고성군 대가면 유흥2길 50-11,경남 고성군 대가면 유흥리 779-13,경상남도 고성군 유흥2길 50-11,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3844-4034","2026-04-01 07:55:49","2026-04-04 13:48:04"
6218,경상남도 고성군,대흥경로당,"128.297907","35.01507871",경남 고성군 대가면 대가로 447,경남 고성군 대가면 유흥리 745-3,경상남도 고성군 대가로 447,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-2159-4021","2026-04-01 07:55:49","2026-04-04 13:48:04"
6219,경상남도 고성군,유동경로당,"128.2979669","35.00645168",경남 고성군 대가면 대가로 349-14,경남 고성군 대가면 유흥리 1067-5,경상남도 고성군 대가로 349-14,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3602-4979","2026-04-01 07:55:49","2026-04-04 13:48:04"
6220,경상남도 고성군,삼계경로당,"128.2961455","35.01739482",경남 고성군 대가면 삼계안길 17,경남 고성군 대가면 유흥리 674,경상남도 고성군 삼계안길 17,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-4614-6525","2026-04-01 07:55:49","2026-04-04 13:48:04"
6221,경상남도 고성군,암전경로당,"128.3064487","35.01036357",경남 고성군 대가면 암전1길 209,경남 고성군 대가면 암전리 261-1,경상남도 고성군 암전1길 209,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-8670-5300","2026-04-01 07:55:49","2026-04-04 13:48:04"
6222,경상남도 고성군,월촌경로당,"128.3291987","35.02235862",경남 고성군 대가면 금산6길 8,경남 고성군 대가면 금산리 159-2,경상남도 고성군 금산6길 8,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-2975-8598","2026-04-01 07:55:49","2026-04-04 13:48:04"
6223,경상남도 고성군,세동경로당,"128.3217171","35.02269534",경남 고성군 대가면 금산5길 5,경남 고성군 대가면 금산리 302-6,경상남도 고성군 금산5길 5,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-8338-6195","2026-04-01 07:55:49","2026-04-04 13:48:04"
6224,경상남도 고성군,신화경로당,"128.3121676","35.02460693",경남 고성군 대가면 금산3길 6,경남 고성군 대가면 금산리 1061-4,경상남도 고성군 금산3길 6,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3596-3398","2026-04-01 07:55:49","2026-04-04 13:48:04"
6225,경상남도 고성군,가동경로당,"128.3083588","35.03093005",경남 고성군 대가면 금산1길 125,경남 고성군 대가면 금산리 679-1,경상남도 고성군 금산1길 125,경로당,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"010-3858-4144","2026-04-01 07:55:49","2026-04-04 13:48:04"
